name;symbol;asset_type;launch_year;category;label_code
TRON                                  ;TRX       ;Crypto;2020;General;206
BNB                                   ;BNB       ;Crypto;2020;General;209
Chainlink                             ;LINK      ;Crypto;2020;General;216
Sui                                   ;SUI       ;Crypto;2020;General;220
Hedera                                ;HBAR      ;Crypto;2020;General;219
Polkadot                              ;pDOTn     ;Crypto;2020;General;228
XRP                                   ;XRP       ;Crypto;2020;General;204
USDC                                  ;USDC      ;Crypto;2020;General;217
XRP                                   ;XRP       ;Crypto;2020;General;204
Chainlink                             ;LINK      ;Crypto;2020;General;216
Bitcoin                               ;BTC       ;Crypto;2020;General;205
Hedera                                ;HBAR      ;Crypto;2020;General;219
Litecoin                              ;LTC       ;Crypto;2020;General;223
Stellar                               ;XLM       ;Crypto;2020;General;221
Sui                                   ;SUI       ;Crypto;2020;General;220
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Chainlink                             ;LINK      ;Crypto;2020;General;216
Cardano                               ;ADA       ;Crypto;2020;General;214
Ethereum                              ;ETH       ;Crypto;2020;General;211
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Polkadot                              ;pDOTn     ;Crypto;2020;General;228
USDC                                  ;USDC      ;Crypto;2020;General;217
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Cardano                               ;ADA       ;Crypto;2020;General;214
Ethereum                              ;ETH       ;Crypto;2020;General;211
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
Bitcoin                               ;BTC       ;Crypto;2020;General;205
Chainlink                             ;LINK      ;Crypto;2020;General;216
Polkadot                              ;pDOTn     ;Crypto;2020;General;228
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Hedera                                ;HBAR      ;Crypto;2020;General;219
BNB                                   ;BNB       ;Crypto;2020;General;209
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Toncoin                               ;TON       ;Crypto;2020;General;225
Hedera                                ;HBAR      ;Crypto;2020;General;219
USDC                                  ;USDC      ;Crypto;2020;General;217
Bitcoin                               ;BTC       ;Crypto;2020;General;205
Cardano                               ;ADA       ;Crypto;2020;General;214
Shiba Inu                             ;SHIB      ;Crypto;2020;General;226
Sui                                   ;SUI       ;Crypto;2020;General;220
Hedera                                ;HBAR      ;Crypto;2020;General;219
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Bitcoin                               ;BTC       ;Crypto;2020;General;205
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Stellar                               ;XLM       ;Crypto;2020;General;221
Chainlink                             ;LINK      ;Crypto;2020;General;216
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
USDC                                  ;USDC      ;Crypto;2020;General;217
Stellar                               ;XLM       ;Crypto;2020;General;221
Hedera                                ;HBAR      ;Crypto;2020;General;219
Solana                                ;SOL       ;Crypto;2020;General;212
Toncoin                               ;TON       ;Crypto;2020;General;225
Shiba Inu                             ;SHIB      ;Crypto;2020;General;226
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Polkadot                              ;pDOTn     ;Crypto;2020;General;228
Cardano                               ;ADA       ;Crypto;2020;General;214
Stellar                               ;XLM       ;Crypto;2020;General;221
Toncoin                               ;TON       ;Crypto;2020;General;225
Cardano                               ;ADA       ;Crypto;2020;General;214
Shiba Inu                             ;SHIB      ;Crypto;2020;General;226
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
Sui                                   ;SUI       ;Crypto;2020;General;220
Bitcoin                               ;BTC       ;Crypto;2020;General;205
Ethereum                              ;ETH       ;Crypto;2020;General;211
USDC                                  ;USDC      ;Crypto;2020;General;217
BNB                                   ;BNB       ;Crypto;2020;General;209
Ethereum                              ;ETH       ;Crypto;2020;General;211
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
TRON                                  ;TRX       ;Crypto;2020;General;206
XRP                                   ;XRP       ;Crypto;2020;General;204
Solana                                ;SOL       ;Crypto;2020;General;212
Chainlink                             ;LINK      ;Crypto;2020;General;216
Shiba Inu                             ;SHIB      ;Crypto;2020;General;226
Toncoin                               ;TON       ;Crypto;2020;General;225
Ethereum                              ;ETH       ;Crypto;2020;General;211
XRP                                   ;XRP       ;Crypto;2020;General;204
Shiba Inu                             ;SHIB      ;Crypto;2020;General;226
USDC                                  ;USDC      ;Crypto;2020;General;217
BNB                                   ;BNB       ;Crypto;2020;General;209
Polkadot                              ;pDOTn     ;Crypto;2020;General;228
Toncoin                               ;TON       ;Crypto;2020;General;225
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Bitcoin                               ;BTC       ;Crypto;2020;General;205
Cardano                               ;ADA       ;Crypto;2020;General;214
Avalanche                             ;AVAX      ;Crypto;2020;General;213
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Shiba Inu                             ;SHIB      ;Crypto;2020;General;226
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Tether USDt                           ;USDT      ;Crypto;2020;General;208
XRP                                   ;XRP       ;Crypto;2020;General;204
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Solana                                ;SOL       ;Crypto;2020;General;212
Chainlink                             ;LINK      ;Crypto;2020;General;216
Polkadot                              ;pDOTn     ;Crypto;2020;General;228
